id,status,summary,description,lat,lng,address,created_at,acknowledged_at,closed_at,url,media,time to acknowledge,time to close
15627959,Acknowledged,Street Sign Repair,wayfinding sign has been hit and needs foundation repaired and remounted.,39.0377254,-95.6790114,"Kansas @ 17th Nb Topeka, KS 66612, USA",2023-11-16 22:27:02+00:00,2023-11-16 22:27:18+00:00,,https://seeclickfix.com/api/v2/issues/15627959,"{'video_url': None, 'image_full': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRTNFRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5e5e6b111b3e3b115137d43a6af741146fd0032b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklndzRNREI0TmpBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--ee2a5b821fe0552ba6053903421e37a595d06845/img-10000043068746861808780579281.jpg', 'image_square_100x100': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRTNFRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5e5e6b111b3e3b115137d43a6af741146fd0032b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-10000043068746861808780579281.jpg', 'representative_image_url': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRTNFRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5e5e6b111b3e3b115137d43a6af741146fd0032b/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-10000043068746861808780579281.jpg'}",0 days 00:00:16.000000000,
15627378,Closed,"Property Maintenance, Code Violations & Graffiti",Two short term rentals above the restaurant without proper permits. I can only imagine the 500 ft rule is also out of compliance since there are two of them. ,39.0493565,-95.6755063,"118 Sw Eighth Ave Topeka KS 66603, United States",2023-11-16 21:02:05+00:00,2023-11-16 21:02:09+00:00,2023-11-20 22:30:47+00:00,https://seeclickfix.com/api/v2/issues/15627378,"{'video_url': None, 'image_full': None, 'image_square_100x100': None, 'representative_image_url': 'https://seeclickfix.com/assets/categories/graffiti-bf47e3ce79d23ec08d14adde546af57391787379e5493ff19259edb0ba9d7fab.png'}",0 days 00:00:04.000000000,4 days 01:28:42.000000000
15626760,Acknowledged,General Feedback or Questions,Looking for update regarding this structure. City said they have active case in june on the property and since then it has caught fire and is unsecured. Looks like an SSU case due to the extensive fire damage now. ,39.0398920439189,-95.6850167736411,"608 Sw 15th St Topeka, KS 66612, USA",2023-11-16 19:38:48+00:00,2023-11-16 19:38:53+00:00,,https://seeclickfix.com/api/v2/issues/15626760,"{'video_url': None, 'image_full': None, 'image_square_100x100': None, 'representative_image_url': 'https://seeclickfix.com/assets/categories_trans/no-image-af3faf07f478451d4ca455f92af96dd763f686e943607309ed059ef4fe13be21.png'}",0 days 00:00:05.000000000,
15626742,Acknowledged,"Property Maintenance, Code Violations & Graffiti",Has become dumping ground for disabled vehicles/frames on and around property. Please address. The frame with no cab has been sitting for weeks now,39.040739938738,-95.6848290190101,"1415 Sw Tyler St Topeka, KS 66612, USA",2023-11-16 19:36:09+00:00,2023-11-16 19:36:12+00:00,,https://seeclickfix.com/api/v2/issues/15626742,"{'video_url': None, 'image_full': None, 'image_square_100x100': None, 'representative_image_url': 'https://seeclickfix.com/assets/categories/graffiti-bf47e3ce79d23ec08d14adde546af57391787379e5493ff19259edb0ba9d7fab.png'}",0 days 00:00:03.000000000,
15626015,Closed,"Property Maintenance, Code Violations & Graffiti",illegal signage used and 4 signs placed along curb right of way.,39.0463687,-95.6821756,"1035 Sw Topeka Blvd Topeka, KS 66612, USA",2023-11-16 18:00:49+00:00,2023-11-16 18:01:16+00:00,2023-11-16 18:10:54+00:00,https://seeclickfix.com/api/v2/issues/15626015,"{'video_url': None, 'image_full': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTDJzRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--58e7305b729ea6eb7926d1fdbc15ab4067b8af13/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hCaGRYUnZYMjl5YVdWdWRGUTZDbk4wY21sd1ZEb0xjbVZ6YVhwbFNTSU1PREF3ZURZd01BWTdCbFE9IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--09f1d8a44f20164c6fe72999dd865d9ba60da451/img-10000003786205100551194658476.png', 'image_square_100x100': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTDJzRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--58e7305b729ea6eb7926d1fdbc15ab4067b8af13/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hCaGRYUnZYMjl5YVdWdWRGUTZDbk4wY21sd1ZEb0xjbVZ6YVhwbFNTSU5NVEF3ZURFd01GNEdPd1pVT2d4bmNtRjJhWFI1U1NJTFkyVnVkR1Z5QmpzR1ZEb0xaWGgwWlc1MFNTSU1NVEF3ZURFd01BWTdCbFE9IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--987606a05f088ac27025b02d2b2476998a5ac02d/img-10000003786205100551194658476.png', 'representative_image_url': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTDJzRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--58e7305b729ea6eb7926d1fdbc15ab4067b8af13/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hCaGRYUnZYMjl5YVdWdWRGUTZDbk4wY21sd1ZEb0xjbVZ6YVhwbFNTSU5NVEF3ZURFd01GNEdPd1pVT2d4bmNtRjJhWFI1U1NJTFkyVnVkR1Z5QmpzR1ZEb0xaWGgwWlc1MFNTSU1NVEF3ZURFd01BWTdCbFE9IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--987606a05f088ac27025b02d2b2476998a5ac02d/img-10000003786205100551194658476.png'}",0 days 00:00:27.000000000,0 days 00:10:05.000000000
15625618,Closed,Street Light Out,"Street light out at 15th and Oakley/ northeast side if road, tree limbs are also blocking the light when it is in working order.",39.0396150174722,-95.7150989657804,"1500 Sw Oakley Ave Topeka, Kansas, 66604",2023-11-16 17:17:30+00:00,2023-11-16 17:17:37+00:00,2023-11-17 21:00:22+00:00,https://seeclickfix.com/api/v2/issues/15625618,"{'video_url': None, 'image_full': None, 'image_square_100x100': None, 'representative_image_url': 'https://seeclickfix.com/assets/categories/tree-2814caa225694d6d4846ae7b48c6f0cd4802f36b986b59044b149e3e8f3fb525.png'}",0 days 00:00:07.000000000,1 days 03:42:52.000000000
15624600,Acknowledged,Sidewalk and Ramp,missing trunk and dome on west side of street. probably should have one as you're leaving east side of sidewalk as well.,39.0449623346677,-95.6758278608322,"1000 Sw Jackson St #220 Topeka, KS 66612, USA",2023-11-16 15:24:18+00:00,2023-11-16 15:24:38+00:00,,https://seeclickfix.com/api/v2/issues/15624600,"{'video_url': None, 'image_full': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRGVjRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--938f844c8592c3c947273bd66c059d82ca19c044/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklndzRNREI0TmpBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--ee2a5b821fe0552ba6053903421e37a595d06845/img-10000043056709315764759303318.jpg', 'image_square_100x100': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRGVjRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--938f844c8592c3c947273bd66c059d82ca19c044/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-10000043056709315764759303318.jpg', 'representative_image_url': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRGVjRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--938f844c8592c3c947273bd66c059d82ca19c044/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-10000043056709315764759303318.jpg'}",0 days 00:00:20.000000000,
15619843,Closed,General Feedback or Questions,When will this zoning case be resolved? it had been open a long time and trailer is still parked in a yard.,39.0342747441676,-95.6945526972413,"1829 Sw Lincoln St Topeka, KS 66604, USA",2023-11-15 17:25:59+00:00,2023-11-15 17:26:21+00:00,2023-11-16 16:52:18+00:00,https://seeclickfix.com/api/v2/issues/15619843,"{'video_url': None, 'image_full': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTmRpRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0dac6dd38574636866cf01624f6418c6e15c11c0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklndzRNREI0TmpBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--ee2a5b821fe0552ba6053903421e37a595d06845/img-image-154026172685070623222251.jpg', 'image_square_100x100': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTmRpRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0dac6dd38574636866cf01624f6418c6e15c11c0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-image-154026172685070623222251.jpg', 'representative_image_url': 'https://seeclickfix.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTmRpRmdFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0dac6dd38574636866cf01624f6418c6e15c11c0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RUdGMWRHOWZiM0pwWlc1MFZEb0tjM1J5YVhCVU9ndHlaWE5wZW1WSklnMHhNREI0TVRBd1hnWTdCbFE2REdkeVlYWnBkSGxKSWd0alpXNTBaWElHT3daVU9ndGxlSFJsYm5SSklnd3hNREI0TVRBd0Jqc0dWQT09IiwiZXhwIjpudWxsLCJwdXIiOiJ2YXJpYXRpb24ifX0=--c6de1b85bcf6bb709fd9765dc81479dcfbbcac37/img-image-154026172685070623222251.jpg'}",0 days 00:00:22.000000000,0 days 23:26:19.000000000
15616096,Acknowledged,Street Repair,Heaved up part of road on 17th right before the light at Clay St.,39.0368648020233,-95.6920015997458,"1101 Sw 17th St Topeka, KS, 66604, USA",2023-11-14 22:33:03+00:00,2023-11-14 22:33:08+00:00,,https://seeclickfix.com/api/v2/issues/15616096,"{'video_url': None, 'image_full': None, 'image_square_100x100': None, 'representative_image_url': 'https://seeclickfix.com/assets/categories_trans/no-image-af3faf07f478451d4ca455f92af96dd763f686e943607309ed059ef4fe13be21.png'}",0 days 00:00:05.000000000,
15612195,Acknowledged,Police General Issue,"Still in violation.

The verbal warning TPD previously gave, fell flat.

City council members need to implement a FINE, or Topeka will only have a few “nice” neighborhoods left. ",39.0385400051808,-95.6963563997513,"1601 Sw Lane St Topeka, KS, 66604, USA",2023-11-14 14:46:55+00:00,2023-11-14 14:46:58+00:00,,https://seeclickfix.com/api/v2/issues/15612195,"{'video_url': None, 'image_full': None, 'image_square_100x100': None, 'representative_image_url': 'https://seeclickfix.com/assets/categories_trans/no-image-af3faf07f478451d4ca455f92af96dd763f686e943607309ed059ef4fe13be21.png'}",0 days 00:00:03.000000000,
15611675,Closed,"Property Maintenance, Code Violations & Graffiti",roof damage,39.0372847556821,-95.6813421472907,"1628 Sw Harrison St Topeka, KS 66612, USA",2023-11-14 13:29:46+00:00,2023-11-14 13:29:50+00:00,2023-11-14 21:40:22+00:00,https://seeclickfix.com/api/v2/issues/15611675,"{'video_url': None, 'image_full': None, 'image_square_100x100': None, 'representative_image_url': 'https://seeclickfix.com/assets/categories/graffiti-bf47e3ce79d23ec08d14adde546af57391787379e5493ff19259edb0ba9d7fab.png'}",0 days 00:00:04.000000000,0 days 08:10:36.000000000
